SGD.id	SYMBOL	SYSTEMATIC.name	ABUNDANCE.value	ABUNDANCE.units
S000000116	Rft1p	YBL020W	1191.0	molecules/cell
S000000117	Hap3p	YBL021C	1741.0	molecules/cell
S000000118	Pim1p	YBL022C	5901.0	molecules/cell
S000000119	Mcm2p	YBL023C	2774.0	molecules/cell
S000000120	Ncl1p	YBL024W	14175.0	molecules/cell
S000000121	Rrn10p	YBL025W	543.0	molecules/cell
S000000122	Lsm2p	YBL026W	6485.0	molecules/cell
S000000123	Rpl19Bp	YBL027W	80265.0	molecules/cell
S000000124	Ybl028Cp	YBL028C	6210.0	molecules/cell
S000000125	Ybl029Wp	YBL029W	1199.0	molecules/cell
S000000126	Pet9p	YBL030C	29722.0	molecules/cell
S000000127	She1p	YBL031W	874.0	molecules/cell
S000000128	Hek2p	YBL032W	8747.0	molecules/cell
S000000129	Rib1p	YBL033C	4724.0	molecules/cell
S000000130	Stu1p	YBL034C	1269.0	molecules/cell
S000000131	Pol12p	YBL035C	2511.0	molecules/cell
S000000132	Ybl036Cp	YBL036C	5112.0	molecules/cell
S000000133	Apl3p	YBL037W	2047.0	molecules/cell
S000000134	Mrpl16p	YBL038W	2185.0	molecules/cell
S000000135	Ura7p	YBL039C	21121.0	molecules/cell
S000000136	Erd2p	YBL040C	11582.0	molecules/cell
S000000137	Pre7p	YBL041W	10467.0	molecules/cell
S000000138	Fui1p	YBL042C	4648.0	molecules/cell
S000000139	Ecm13p	YBL043W	""	""
S000000140	Ybl044Wp	YBL044W	""	""
S000000141	Cor1p	YBL045C	13995.0	molecules/cell
S000000142	Psy4p	YBL046W	2455.0	molecules/cell
S000000143	Ede1p	YBL047C	12983.0	molecules/cell
S000000144	Rrt1p	YBL048W	""	""
S000000145	Moh1p	YBL049W	1176.0	molecules/cell
S000000146	Sec17p	YBL050W	11448.0	molecules/cell
S000000147	Pin4p	YBL051C	4817.0	molecules/cell
S000000148	Sas3p	YBL052C	899.0	molecules/cell
S000000149	Ybl053Wp	YBL053W	""	""
S000000150	Tod6p	YBL054W	2059.0	molecules/cell
S000000151	Ybl055Cp	YBL055C	2996.0	molecules/cell
S000000152	Ptc3p	YBL056W	7522.0	molecules/cell
S000000153	Pth2p	YBL057C	3970.0	molecules/cell
S000000154	Shp1p	YBL058W	6482.0	molecules/cell
S000000155	Iai11p	YBL059W	1261.0	molecules/cell
S000000156	Yel1p	YBL060W	755.0	molecules/cell
S000000157	Skt5p	YBL061C	3028.0	molecules/cell
S000000158	Ybl062Wp	YBL062W	""	""
S000000159	Kip1p	YBL063W	910.0	molecules/cell
S000000160	Prx1p	YBL064C	8062.0	molecules/cell
S000000161	Ybl065Wp	YBL065W	""	""
S000000162	Sef1p	YBL066C	442.0	molecules/cell
S000000163	Ubp13p	YBL067C	1759.0	molecules/cell
S000000164	Prs4p	YBL068W	6454.0	molecules/cell
S000000165	Ast1p	YBL069W	3018.0	molecules/cell
S000000166	Ybl070Cp	YBL070C	""	""
S000000167	Ybl071Cp	YBL071C	1128.0	molecules/cell
S000000168	Rps8Ap	YBL072C	67865.0	molecules/cell
S000000169	Ybl073Wp	YBL073W	""	""
S000000170	Aar2p	YBL074C	1034.0	molecules/cell
S000000171	Ssa3p	YBL075C	6440.0	molecules/cell
S000000172	Ils1p	YBL076C	41712.0	molecules/cell
S000000173	Ybl077Wp	YBL077W	""	""
S000000174	Atg8p	YBL078C	2400.0	molecules/cell
S000000175	Nup170p	YBL079W	3441.0	molecules/cell
S000000176	Pet112p	YBL080C	1263.0	molecules/cell
S000000177	Ybl081Wp	YBL081W	1549.0	molecules/cell
S000000178	Alg3p	YBL082C	1472.0	molecules/cell
S000000179	Ybl083Cp	YBL083C	""	""
S000000180	Cdc27p	YBL084C	955.0	molecules/cell
S000000181	Boi1p	YBL085W	2526.0	molecules/cell
S000000182	Ybl086Cp	YBL086C	1567.0	molecules/cell
S000000183	Rpl23Ap	YBL087C	12746.0	molecules/cell
S000000184	Tel1p	YBL088C	1137.0	molecules/cell
S000000185	Avt5p	YBL089W	294.0	molecules/cell
S000000186	Mrp21p	YBL090W	1662.0	molecules/cell
S000000187	Map2p	YBL091C	6162.0	molecules/cell
S000000188	Rpl32p	YBL092W	47048.0	molecules/cell
S000000189	Rox3p	YBL093C	2635.0	molecules/cell
S000000190	Ybl094Cp	YBL094C	""	""
S000000191	Mrx3p	YBL095W	1334.0	molecules/cell
S000000192	Ybl096Cp	YBL096C	""	""
S000000193	Brn1p	YBL097W	1150.0	molecules/cell
S000000194	Bna4p	YBL098W	2905.0	molecules/cell
S000000195	Atp1p	YBL099W	34971.0	molecules/cell
S000000196	Ybl100Cp	YBL100C	""	""
S000000197	Ecm21p	YBL101C	2909.0	molecules/cell
S000000198	Sft2p	YBL102W	3141.0	molecules/cell
S000000199	Rtg3p	YBL103C	2317.0	molecules/cell
S000000200	Sea4p	YBL104C	2041.0	molecules/cell
S000000201	Pkc1p	YBL105C	2386.0	molecules/cell
S000000202	Sro77p	YBL106C	749.0	molecules/cell
S000000203	Mix23p	YBL107C	1506.0	molecules/cell
S000000204	Ybl108Wp	YBL108W	""	""
S000000205	Nth2p	YBR001C	1382.0	molecules/cell
S000000206	Rer2p	YBR002C	2889.0	molecules/cell
S000000207	Coq1p	YBR003W	2868.0	molecules/cell
S000000208	Gpi18p	YBR004C	123.0	molecules/cell
S000000209	Rcr1p	YBR005W	2610.0	molecules/cell
S000000210	Uga2p	YBR006W	3214.0	molecules/cell
S000000211	Dsf2p	YBR007C	1607.0	molecules/cell
S000000212	Flr1p	YBR008C	2531.0	molecules/cell
S000000213	Hhf1p	YBR009C	25215.0	molecules/cell
S000000214	Hht1p	YBR010W	13263.0	molecules/cell
S000000215	Ipp1p	YBR011C	42812.0	molecules/cell
S000000216	Ybr012Cp	YBR012C	""	""
S000000217	Ybr013Cp	YBR013C	8467.0	molecules/cell
S000000218	Grx7p	YBR014C	4216.0	molecules/cell
S000000219	Mnn2p	YBR015C	7052.0	molecules/cell
S000000220	Cpp1p	YBR016W	2167.0	molecules/cell
S000000221	Kap104p	YBR017C	4755.0	molecules/cell
S000000222	Gal7p	YBR018C	591.0	molecules/cell
S000000223	Gal10p	YBR019C	1137.0	molecules/cell
S000000224	Gal1p	YBR020W	""	""
S000000225	Fur4p	YBR021W	721.0	molecules/cell
S000000226	Poa1p	YBR022W	1827.0	molecules/cell
S000000227	Chs3p	YBR023C	2544.0	molecules/cell
S000000228	Sco2p	YBR024W	2711.0	molecules/cell
S000000229	Ola1p	YBR025C	38234.0	molecules/cell
S000000230	Etr1p	YBR026C	9388.0	molecules/cell
S000000231	Ybr027Cp	YBR027C	1267.0	molecules/cell
S000000232	Ypk3p	YBR028C	3197.0	molecules/cell
S000000233	Cds1p	YBR029C	8865.0	molecules/cell
S000000234	Rkm3p	YBR030W	2322.0	molecules/cell
S000000235	Rpl4Ap	YBR031W	76066.0	molecules/cell
S000000236	Ybr032Wp	YBR032W	""	""
S000000237	Eds1p	YBR033W	""	""
S000000238	Hmt1p	YBR034C	6151.0	molecules/cell
S000000239	Pdx3p	YBR035C	14922.0	molecules/cell
S000000240	Csg2p	YBR036C	3749.0	molecules/cell
S000000241	Sco1p	YBR037C	2467.0	molecules/cell
S000000242	Chs2p	YBR038W	867.0	molecules/cell
S000000243	Atp3p	YBR039W	18490.0	molecules/cell
S000000244	Fig1p	YBR040W	""	""
S000000245	Fat1p	YBR041W	4473.0	molecules/cell
S000000246	Cst26p	YBR042C	1964.0	molecules/cell
S000000247	Qdr3p	YBR043C	1624.0	molecules/cell
S000000248	Tcm62p	YBR044C	1158.0	molecules/cell
S000000249	Gip1p	YBR045C	""	""
S000000250	Zta1p	YBR046C	4559.0	molecules/cell
S000000251	Fmp23p	YBR047W	2580.0	molecules/cell
S000000252	Rps11Bp	YBR048W	37610.0	molecules/cell
S000000253	Reb1p	YBR049C	5582.0	molecules/cell
S000000254	Reg2p	YBR050C	1143.0	molecules/cell
S000000255	Ybr051Wp	YBR051W	""	""
S000000256	Rfs1p	YBR052C	7085.0	molecules/cell
S000000257	Ybr053Cp	YBR053C	6080.0	molecules/cell
S000000258	Yro2p	YBR054W	5475.0	molecules/cell
S000000259	Prp6p	YBR055C	1975.0	molecules/cell
S000000260	Mrx18p	YBR056W	6076.0	molecules/cell
S000000261	Mum2p	YBR057C	3186.0	molecules/cell
S000000262	Ubp14p	YBR058C	3554.0	molecules/cell
S000000263	Akl1p	YBR059C	4059.0	molecules/cell
S000000264	Orc2p	YBR060C	1645.0	molecules/cell
S000000265	Trm7p	YBR061C	3356.0	molecules/cell
S000000266	Ybr062Cp	YBR062C	2663.0	molecules/cell
S000000267	Cnm1p	YBR063C	1276.0	molecules/cell
S000000268	Ybr064Wp	YBR064W	""	""
S000000269	Ecm2p	YBR065C	2306.0	molecules/cell
S000000270	Nrg2p	YBR066C	1086.0	molecules/cell
S000000271	Tip1p	YBR067C	14370.0	molecules/cell
S000000272	Bap2p	YBR068C	6997.0	molecules/cell
S000000273	Tat1p	YBR069C	3424.0	molecules/cell
S000000274	Alg14p	YBR070C	1855.0	molecules/cell
S000000275	Ybr071Wp	YBR071W	1600.0	molecules/cell
S000000276	Hsp26p	YBR072W	19709.0	molecules/cell
S000000277	Rdh54p	YBR073W	2522.0	molecules/cell
S000000278	Pff1p	YBR074W	3347.0	molecules/cell
S000000280	Ecm8p	YBR076W	1153.0	molecules/cell
S000000281	Slm4p	YBR077C	3907.0	molecules/cell
S000000282	Ecm33p	YBR078W	19890.0	molecules/cell
S000000283	Rpg1p	YBR079C	28010.0	molecules/cell
S000000284	Sec18p	YBR080C	6685.0	molecules/cell
S000000285	Spt7p	YBR081C	2320.0	molecules/cell
S000000286	Ubc4p	YBR082C	14172.0	molecules/cell
S000000287	Tec1p	YBR083W	1151.0	molecules/cell
S000000288	Mis1p	YBR084W	6654.0	molecules/cell
S000000289	Aac3p	YBR085W	1080.0	molecules/cell
S000000290	Ist2p	YBR086C	4124.0	molecules/cell
S000000291	Rfc5p	YBR087W	4728.0	molecules/cell
S000000292	Pol30p	YBR088C	20407.0	molecules/cell
S000000293	Ybr089Wp	YBR089W	""	""
S000000294	Ybr090Cp	YBR090C	9525.0	molecules/cell
S000000295	Tim12p	YBR091C	1910.0	molecules/cell
S000000296	Pho3p	YBR092C	3838.0	molecules/cell
S000000297	Pho5p	YBR093C	1793.0	molecules/cell
S000000298	Pby1p	YBR094W	3021.0	molecules/cell
S000000299	Rxt2p	YBR095C	2161.0	molecules/cell
S000000300	Ybr096Wp	YBR096W	4586.0	molecules/cell
S000000301	Vps15p	YBR097W	665.0	molecules/cell
S000000302	Mms4p	YBR098W	545.0	molecules/cell
S000000303	Ybr099Cp	YBR099C	""	""
S000000305	Fes1p	YBR101C	9196.0	molecules/cell
S000000306	Exo84p	YBR102C	2620.0	molecules/cell
S000000307	Sif2p	YBR103W	2048.0	molecules/cell
S000000308	Ymc2p	YBR104W	1529.0	molecules/cell
S000000309	Vid24p	YBR105C	5114.0	molecules/cell
S000000310	Snd3p	YBR106W	30807.0	molecules/cell
S000000311	Iml3p	YBR107C	1671.0	molecules/cell
S000000312	Aim3p	YBR108W	1290.0	molecules/cell
S000000313	Cmd1p	YBR109C	24171.0	molecules/cell
S000000314	Alg1p	YBR110W	2334.0	molecules/cell
S000000315	Ysa1p	YBR111C	6334.0	molecules/cell
S000000316	Cyc8p	YBR112C	5404.0	molecules/cell
S000000317	Ybr113Wp	YBR113W	""	""
S000000318	Rad16p	YBR114W	353.0	molecules/cell
S000000319	Lys2p	YBR115C	9748.0	molecules/cell
S000000320	Ybr116Cp	YBR116C	""	""
S000000321	Tkl2p	YBR117C	7091.0	molecules/cell
S000000322	Tef2p	YBR118W	532551.0	molecules/cell
S000000323	Mud1p	YBR119W	1664.0	molecules/cell
S000000324	Cbp6p	YBR120C	4089.0	molecules/cell
S000000325	Grs1p	YBR121C	42610.0	molecules/cell
S000000326	Mrpl36p	YBR122C	2713.0	molecules/cell
S000000327	Tfc1p	YBR123C	2691.0	molecules/cell
S000000328	Ybr124Wp	YBR124W	""	""
S000000329	Ptc4p	YBR125C	998.0	molecules/cell
S000000330	Tps1p	YBR126C	20541.0	molecules/cell
S000000331	Vma2p	YBR127C	37171.0	molecules/cell
S000000332	Atg14p	YBR128C	15173.0	molecules/cell
S000000333	Opy1p	YBR129C	2423.0	molecules/cell
S000000334	She3p	YBR130C	3826.0	molecules/cell
S000000335	Ccz1p	YBR131W	1101.0	molecules/cell
S000000336	Agp2p	YBR132C	1923.0	molecules/cell
S000000337	Hsl7p	YBR133C	1877.0	molecules/cell
S000000338	Ybr134Wp	YBR134W	""	""
S000000339	Cks1p	YBR135W	3441.0	molecules/cell
S000000340	Mec1p	YBR136W	224.0	molecules/cell
S000000341	Ybr137Wp	YBR137W	2402.0	molecules/cell
S000000342	Ybr138Cp	YBR138C	366.0	molecules/cell
S000000343	Atg42p	YBR139W	4606.0	molecules/cell
S000000344	Ira1p	YBR140C	1512.0	molecules/cell
S000000345	Bmt2p	YBR141C	623.0	molecules/cell
S000000346	Mak5p	YBR142W	4357.0	molecules/cell
S000000347	Sup45p	YBR143C	36685.0	molecules/cell
S000000348	Ybr144Cp	YBR144C	""	""
S000000349	Adh5p	YBR145W	5578.0	molecules/cell
S000000350	Mrps9p	YBR146W	4221.0	molecules/cell
S000000351	Rtc2p	YBR147W	1443.0	molecules/cell
S000000352	Ysw1p	YBR148W	""	molecules/cell
S000000353	Ara1p	YBR149W	14493.0	molecules/cell
S000000354	Tbs1p	YBR150C	779.0	molecules/cell
S000000355	Apd1p	YBR151W	4289.0	molecules/cell
S000000356	Spp381p	YBR152W	2525.0	molecules/cell
S000000357	Rib7p	YBR153W	984.0	molecules/cell
S000000358	Rpb5p	YBR154C	10743.0	molecules/cell
S000000359	Cns1p	YBR155W	4303.0	molecules/cell
S000000360	Sli15p	YBR156C	302.0	molecules/cell
S000000361	Ics2p	YBR157C	1356.0	molecules/cell
S000000362	Amn1p	YBR158W	1682.0	molecules/cell
S000000363	Ifa38p	YBR159W	9586.0	molecules/cell
S000000364	Cdc28p	YBR160W	6670.0	molecules/cell
S000000365	Csh1p	YBR161W	1300.0	molecules/cell
S000000366	Tos1p	YBR162C	5693.0	molecules/cell
S000000367	Exo5p	YBR163W	1680.0	molecules/cell
S000000368	Arl1p	YBR164C	6077.0	molecules/cell
S000000369	Ubs1p	YBR165W	""	""
S000000370	Tyr1p	YBR166C	3737.0	molecules/cell
S000000371	Pop7p	YBR167C	1631.0	molecules/cell
S000000372	Pex32p	YBR168W	598.0	molecules/cell
S000000373	Sse2p	YBR169C	6616.0	molecules/cell
S000000374	Npl4p	YBR170C	4566.0	molecules/cell
S000000375	Sec66p	YBR171W	7309.0	molecules/cell
S000000376	Smy2p	YBR172C	3877.0	molecules/cell
S000000377	Ump1p	YBR173C	2054.0	molecules/cell
S000000378	Ybr174Cp	YBR174C	""	""
S000000379	Swd3p	YBR175W	1127.0	molecules/cell
S000000380	Ecm31p	YBR176W	2680.0	molecules/cell
S000000381	Eht1p	YBR177C	6878.0	molecules/cell
S000000382	Ybr178Wp	YBR178W	""	""
S000000383	Fzo1p	YBR179C	1772.0	molecules/cell
S000000384	Dtr1p	YBR180W	""	""
S000000385	Rps6Bp	YBR181C	20840.0	molecules/cell
S000000386	Smp1p	YBR182C	2061.0	molecules/cell
S000000387	Ypc1p	YBR183W	751.0	molecules/cell
S000000388	Ybr184Wp	YBR184W	528.0	molecules/cell
S000000389	Mba1p	YBR185C	2562.0	molecules/cell
S000000390	Pch2p	YBR186W	""	""
S000000391	Gdt1p	YBR187W	1978.0	molecules/cell
S000000392	Ntc20p	YBR188C	2015.0	molecules/cell
S000000393	Rps9Bp	YBR189W	70257.0	molecules/cell
S000000394	Ybr190Wp	YBR190W	""	""
S000000395	Rpl21Ap	YBR191W	63797.0	molecules/cell
S000000396	Rim2p	YBR192W	1423.0	molecules/cell
S000000397	Med8p	YBR193C	2661.0	molecules/cell
S000000398	Aim4p	YBR194W	1494.0	molecules/cell
S000000399	Msi1p	YBR195C	2018.0	molecules/cell
S000000400	Pgi1p	YBR196C	158738.0	molecules/cell
S000000401	Ybr197Cp	YBR197C	1360.0	molecules/cell
S000000402	Taf5p	YBR198C	5459.0	molecules/cell
S000000403	Ktr4p	YBR199W	5094.0	molecules/cell
S000000404	Bem1p	YBR200W	3046.0	molecules/cell
S000000405	Der1p	YBR201W	522.0	molecules/cell
S000000406	Mcm7p	YBR202W	4165.0	molecules/cell
S000000407	Cos111p	YBR203W	174.0	molecules/cell
S000000408	Ldh1p	YBR204C	1629.0	molecules/cell
S000000409	Ktr3p	YBR205W	2373.0	molecules/cell
S000000410	Ybr206Wp	YBR206W	""	""
S000000411	Fth1p	YBR207W	4267.0	molecules/cell
S000000412	Dur12p	YBR208C	5678.0	molecules/cell
S000000413	Ybr209Wp	YBR209W	""	""
S000000414	Erv15p	YBR210W	825.0	molecules/cell
S000000415	Ame1p	YBR211C	1545.0	molecules/cell
S000000416	Ngr1p	YBR212W	3267.0	molecules/cell
S000000417	Met8p	YBR213W	2123.0	molecules/cell
S000000418	Sds24p	YBR214W	5164.0	molecules/cell
S000000419	Hpc2p	YBR215W	1518.0	molecules/cell
S000000420	Ybp1p	YBR216C	2445.0	molecules/cell
S000000421	Atg12p	YBR217W	""	""
S000000422	Pyc2p	YBR218C	17354.0	molecules/cell
S000000423	Ybr219Cp	YBR219C	1703.0	molecules/cell
S000000424	Ybr220Cp	YBR220C	1020.0	molecules/cell
S000000425	Pdb1p	YBR221C	14403.0	molecules/cell
S000000426	Pcs60p	YBR222C	6256.0	molecules/cell
S000000427	Tdp1p	YBR223C	1095.0	molecules/cell
S000000428	Ybr224Wp	YBR224W	""	""
S000000429	Ybr225Wp	YBR225W	1704.0	molecules/cell
S000000430	Ybr226Cp	YBR226C	""	""
S000000431	Mcx1p	YBR227C	3563.0	molecules/cell
S000000432	Slx1p	YBR228W	1150.0	molecules/cell
S000000433	Rot2p	YBR229C	2719.0	molecules/cell
S000000434	Om14p	YBR230C	5921.0	molecules/cell
S000000435	Swc5p	YBR231C	1754.0	molecules/cell
S000000436	Ybr232Cp	YBR232C	""	""
S000000437	Pbp2p	YBR233W	1476.0	molecules/cell
S000000438	Arc40p	YBR234C	7898.0	molecules/cell
S000000439	Vhc1p	YBR235W	1063.0	molecules/cell
S000000440	Abd1p	YBR236C	3123.0	molecules/cell
S000000441	Prp5p	YBR237W	1034.0	molecules/cell
S000000442	Ybr238Cp	YBR238C	1748.0	molecules/cell
S000000443	Ert1p	YBR239C	713.0	molecules/cell
S000000444	Thi2p	YBR240C	1226.0	molecules/cell
S000000445	Vvs1p	YBR241C	2592.0	molecules/cell
S000000446	Ybr242Wp	YBR242W	2636.0	molecules/cell
S000000447	Alg7p	YBR243C	599.0	molecules/cell
S000000448	Gpx2p	YBR244W	6871.0	molecules/cell
S000000449	Isw1p	YBR245C	3806.0	molecules/cell
S000000450	Rrt2p	YBR246W	1883.0	molecules/cell
S000000451	Enp1p	YBR247C	6372.0	molecules/cell
S000000452	His7p	YBR248C	16055.0	molecules/cell
S000000453	Aro4p	YBR249C	26665.0	molecules/cell
S000000454	Spo23p	YBR250W	907.0	molecules/cell
S000000455	Mrps5p	YBR251W	3121.0	molecules/cell
S000000456	Dut1p	YBR252W	5173.0	molecules/cell
S000000457	Srb6p	YBR253W	3080.0	molecules/cell
S000000458	Trs20p	YBR254C	2053.0	molecules/cell
S000000459	Mtc4p	YBR255W	776.0	molecules/cell
S000000460	Rib5p	YBR256C	6943.0	molecules/cell
S000000461	Pop4p	YBR257W	1878.0	molecules/cell
S000000462	Shg1p	YBR258C	2411.0	molecules/cell
S000000463	Ybr259Wp	YBR259W	1951.0	molecules/cell
S000000464	Rgd1p	YBR260C	3484.0	molecules/cell
S000000465	Tae1p	YBR261C	3594.0	molecules/cell
S000000466	Mic12p	YBR262C	3234.0	molecules/cell
S000000467	Shm1p	YBR263W	12340.0	molecules/cell
S000000468	Ypt10p	YBR264C	1792.0	molecules/cell
S000000469	Tsc10p	YBR265W	2283.0	molecules/cell
S000000470	Slm6p	YBR266C	""	""
S000000471	Rei1p	YBR267W	4511.0	molecules/cell
S000000472	Mrpl37p	YBR268W	2780.0	molecules/cell
S000000473	Sdh8p	YBR269C	3266.0	molecules/cell
S000000474	Bit2p	YBR270C	572.0	molecules/cell
S000000475	Efm2p	YBR271W	1226.0	molecules/cell
S000000476	Hsm3p	YBR272C	2276.0	molecules/cell
S000000477	Ubx7p	YBR273C	3378.0	molecules/cell
S000000478	Chk1p	YBR274W	748.0	molecules/cell
S000000479	Rif1p	YBR275C	1315.0	molecules/cell
S000000480	Pps1p	YBR276C	542.0	molecules/cell
S000000481	Ybr277Cp	YBR277C	""	""
S000000482	Dpb3p	YBR278W	1024.0	molecules/cell
S000000483	Paf1p	YBR279W	5232.0	molecules/cell
S000000484	Saf1p	YBR280C	1415.0	molecules/cell
S000000485	Dug2p	YBR281C	3136.0	molecules/cell
S000000486	Mrpl27p	YBR282W	2302.0	molecules/cell
S000000487	Ssh1p	YBR283C	8385.0	molecules/cell
S000000488	Ybr284Wp	YBR284W	""	""
S000000489	Ybr285Wp	YBR285W	1276.0	molecules/cell
S000000490	Ape3p	YBR286W	20329.0	molecules/cell
S000000491	Ybr287Wp	YBR287W	2475.0	molecules/cell
S000000492	Apm3p	YBR288C	2447.0	molecules/cell
S000000493	Snf5p	YBR289W	1956.0	molecules/cell
S000000494	Bsd2p	YBR290W	2139.0	molecules/cell
S000000495	Ctp1p	YBR291C	2068.0	molecules/cell
S000000496	Ybr292Cp	YBR292C	""	""
S000000497	Vba2p	YBR293W	8712.0	molecules/cell
S000000498	Sul1p	YBR294W	711.0	molecules/cell
S000000499	Pca1p	YBR295W	1522.0	molecules/cell
S000000500	Pho89p	YBR296C	2160.0	molecules/cell
S000000501	Mal33p	YBR297W	19.0	molecules/cell
S000000502	Mal31p	YBR298C	""	""
S000000503	Mal32p	YBR299W	1140.0	molecules/cell
S000000504	Ybr300Cp	YBR300C	""	""
S000000505	Pau24p	YBR301W	""	molecules/cell
S000000506	Cos2p	YBR302C	1009.0	molecules/cell
S000000507	Rer1p	YCL001W	2957.0	molecules/cell
S000000508	Ycl002Cp	YCL002C	""	molecules/cell
S000000510	Pgs1p	YCL004W	313.0	molecules/cell
S000000511	Ldb16p	YCL005W	1467.0	molecules/cell
S000000513	Ycl007Cp	YCL007C	""	""
S000000514	Stp22p	YCL008C	1129.0	molecules/cell
S000000515	Ilv6p	YCL009C	11365.0	molecules/cell
S000000516	Sgf29p	YCL010C	2177.0	molecules/cell
S000000517	Gbp2p	YCL011C	3171.0	molecules/cell
S000000520	Bud3p	YCL014W	2207.0	molecules/cell
S000000521	Dcc1p	YCL016C	1608.0	molecules/cell
S000000522	Nfs1p	YCL017C	7365.0	molecules/cell
S000000523	Leu2p	YCL018W	12295.0	molecules/cell
S000000524	Ycl019Wp	YCL019W	""	""
S000000525	Ycl020Wp	YCL020W	""	""
S000000527	Ycl022Cp	YCL022C	""	""
S000000528	Ycl023Cp	YCL023C	""	""
S000000529	Kcc4p	YCL024W	1755.0	molecules/cell
S000000530	Agp1p	YCL025C	4012.0	molecules/cell
S000000532	Fus1p	YCL027W	2383.0	molecules/cell
S000000533	Rnq1p	YCL028W	6120.0	molecules/cell
S000000534	Bik1p	YCL029C	1830.0	molecules/cell
S000000535	His4p	YCL030C	34046.0	molecules/cell
S000000536	Rrp7p	YCL031C	5786.0	molecules/cell
S000000537	Ste50p	YCL032W	2094.0	molecules/cell
S000000538	Mxr2p	YCL033C	2728.0	molecules/cell
S000000539	Lsb5p	YCL034W	3709.0	molecules/cell
S000000540	Grx1p	YCL035C	13770.0	molecules/cell
S000000541	Gfd2p	YCL036W	704.0	molecules/cell
S000000542	Sro9p	YCL037C	26393.0	molecules/cell
S000000543	Atg22p	YCL038C	1068.0	molecules/cell
S000000544	Gid7p	YCL039W	1104.0	molecules/cell
S000000545	Glk1p	YCL040W	20699.0	molecules/cell
S000000546	Ycl041Cp	YCL041C	""	""
S000000547	Ycl042Wp	YCL042W	12339.0	molecules/cell
S000000548	Pdi1p	YCL043C	27549.0	molecules/cell
S000000549	Mgr1p	YCL044C	2779.0	molecules/cell
S000000550	Emc1p	YCL045C	7726.0	molecules/cell
S000000551	Ycl046Wp	YCL046W	""	""
S000000552	Pof1p	YCL047C	2785.0	molecules/cell
S000000553	Sps22p	YCL048W	""	""
S000000554	Ycl049Cp	YCL049C	919.0	molecules/cell
S000000555	Apa1p	YCL050C	19870.0	molecules/cell
S000000556	Lre1p	YCL051W	1481.0	molecules/cell
S000000557	Pbn1p	YCL052C	2241.0	molecules/cell
S000000559	Spb1p	YCL054W	5428.0	molecules/cell
S000000560	Kar4p	YCL055W	1873.0	molecules/cell
S000000561	Pex34p	YCL056C	1465.0	molecules/cell
S000000562	Prd1p	YCL057W	8231.0	molecules/cell
S000000563	Fyv5p	YCL058C	1345.0	molecules/cell
S000000564	Krr1p	YCL059C	6339.0	molecules/cell
S000000566	Mrc1p	YCL061C	1302.0	molecules/cell
S000000568	Vac17p	YCL063W	1041.0	molecules/cell
S000000569	Cha1p	YCL064C	8233.0	molecules/cell
S000000570	Ycl065Wp	YCL065W	""	""
S000000571	Hmlalpha1p	YCL066W	""	""
S000000572	Hmlalpha2p	YCL067C	388.0	molecules/cell
S000000573	Ycl068Cp	YCL068C	""	molecules/cell
S000000574	Vba3p	YCL069W	2772.0	molecules/cell
S000000575	Gex1p	YCL073C	""	""
S000000579	Ycl074Wp	YCL074W	""	""
S000000580	Ycl075Wp	YCL075W	""	""
S000000581	Ycl076Wp	YCL076W	""	""
S000000589	Frm2p	YCL026C-A	1214.0	molecules/cell
S000000594	Ycr001Wp	YCR001W	""	""
S000000595	Cdc10p	YCR002C	7156.0	molecules/cell
S000000596	Mrpl32p	YCR003W	4077.0	molecules/cell
S000000597	Ycp4p	YCR004C	11454.0	molecules/cell
S000000598	Cit2p	YCR005C	5839.0	molecules/cell
S000000599	Ycr006Cp	YCR006C	""	molecules/cell
S000000600	Dfp3p	YCR007C	590.0	molecules/cell
S000000601	Sat4p	YCR008W	1142.0	molecules/cell
S000000602	Rvs161p	YCR009C	11648.0	molecules/cell
S000000603	Ady2p	YCR010C	1298.0	molecules/cell
S000000604	Adp1p	YCR011C	3611.0	molecules/cell
S000000605	Pgk1p	YCR012W	535389.0	molecules/cell
S000000606	Ycr013Cp	YCR013C	""	""
S000000607	Pol4p	YCR014C	589.0	molecules/cell
S000000608	Cto1p	YCR015C	1479.0	molecules/cell
S000000609	Rbp95p	YCR016W	3782.0	molecules/cell
S000000610	Cwh43p	YCR017C	2180.0	molecules/cell
S000000611	Srd1p	YCR018C	1777.0	molecules/cell
S000000612	Mak32p	YCR019W	929.0	molecules/cell
S000000613	Pet18p	YCR020C	3008.0	molecules/cell
S000000614	Mak31p	YCR020C-A	2140.0	molecules/cell
S000000615	Hsp30p	YCR021C	4500.0	molecules/cell
S000000616	Ycr022Cp	YCR022C	""	""
S000000617	Ycr023Cp	YCR023C	1345.0	molecules/cell
S000000618	Slm5p	YCR024C	1501.0	molecules/cell
S000000619	Pmp1p	YCR024C-A	69604.0	molecules/cell
S000000620	Ycr025Cp	YCR025C	""	""
S000000621	Npp1p	YCR026C	1705.0	molecules/cell
S000000622	Rhb1p	YCR027C	2228.0	molecules/cell
S000000623	Fen2p	YCR028C	2474.0	molecules/cell
S000000626	Syp1p	YCR030C	6937.0	molecules/cell
S000000627	Rps14Ap	YCR031C	51361.0	molecules/cell
S000000628	Bph1p	YCR032W	234.0	molecules/cell
S000000629	Snt1p	YCR033W	1730.0	molecules/cell
