SYSTEMATIC.name_p1	SYSTEMATIC.name_p2
YAL041W	YJL187C
YAL041W	YJL186W
YAL041W	YJL183W
YAL041W	YJL177W
YAL041W	YJL157C
YAL041W	YKL172W
YAL041W	YKL171W
YAL041W	YKL081W
YAL041W	YKL080W
YAL041W	YKL049C
YAL041W	YKL007W
YAL041W	YKR054C
YAL041W	YOL112W
YAL041W	YOL070C
YAL041W	YOL014W
YAL041W	YOL004W
YAL041W	YOL001W
YAL041W	YOR101W
YAL041W	YOR123C
YAL041W	YOR188W
YAL041W	YOR212W
YAL041W	YIL140W
YAL041W	YIL090W
YAL041W	YIL079C
YAL041W	YIL040W
YAL041W	YML109W
YAL041W	YML001W
YAL041W	YMR030W
YAL041W	YMR055C
YAL041W	YMR168C
YAL041W	YMR202W
YAL041W	YMR273C
YAL041W	YNL298W
YAL041W	YNL293W
YAL041W	YNL232W
YAL041W	YNL175C
YAL041W	YNL118C
YAL041W	YNL079C
YAL041W	YNR007C
YAL041W	YPL262W
YAL041W	YPL226W
YAL041W	YPL161C
YAL041W	YPR024W
YAL041W	YPR070W
YAL041W	YPR129W
YAL041W	YPR165W
YAL041W	YHL007C
YAL041W	YHR034C
YAL041W	YHR059W
YAL041W	YHR061C
YAL041W	YHR129C
YAL041W	YHR143W
YAL041W	YHR163W
YAL041W	YHR178W
YAL041W	YHR200W
YAL041W	YER048C
YAL041W	YER061C
YAL041W	YER093C-A
YAL041W	YER111C
YAL041W	YER114C
YAL041W	YER116C
YAL041W	YER118C
YAL041W	YER149C
YAL041W	YER161C
YAL041W	DDB_G0272825
YAL040C	YCL032W
YAL040C	YLR079W
YAL040C	YLR182W
YAL040C	YLR361C
YAL040C	YLR371W
YAL040C	YLR403W
YAL040C	YLR452C
YAL040C	YDL179W
YAL040C	YDL132W
YAL040C	YDL056W
YAL040C	YDR017C
YAL040C	YDR103W
YAL040C	YDR156W
YAL040C	YDR245W
YAL040C	YDR293C
YAL040C	YDR315C
YAL040C	YDR334W
YAL040C	YDR378C
YAL040C	YBR160W
YAL040C	YGL190C
YAL040C	YGL120C
YAL040C	YGL016W
YAL040C	YGL003C
YAL040C	YGR044C
YAL040C	YGR109C
YAL040C	YGR188C
YAL040C	YJL183W
YAL040C	YJL157C
YAL040C	YJL092W
YAL040C	YJL013C
YAL040C	YJL006C
YAL040C	YKL189W
YAL040C	YKR004C
YAL040C	YKR020W
YAL040C	YOL145C
YAL040C	YOL004W
YAL040C	YOR014W
YAL040C	YOR083W
YAL040C	YOR212W
YAL040C	YIL122W
YAL040C	YIL040W
YAL040C	YML094W
YAL040C	YMR135C
YAL040C	YMR199W
YAL040C	YMR216C
YAL040C	YNL330C
YAL040C	YNL309W
YAL040C	YNL298W
YAL040C	YNL289W
YAL040C	YNL197C
YAL040C	YNL189W
YAL040C	YNL162W
YAL040C	YNL098C
YAL040C	YNL064C
YAL040C	YPL256C
YAL040C	YPL249C-A
YAL040C	YPL268W
YAL040C	YPL203W
YAL040C	YPL190C
YAL040C	YPL116W
YAL040C	YPL031C
YAL040C	YPR120C
YAL040C	YHL007C
YAL040C	YHR066W
YAL040C	YHR205W
YAL040C	YEL003W
YAL040C	YER020W
YAL040C	YER111C
YAL040C	YER167W
YAL039C	YGR029W
YAL039C	YOR037W
YAL039C	YER141W
YAL038W	YLR056W
YAL038W	YLR410W
YAL038W	YLR414C
YAL038W	YDR126W
YAL038W	YDR127W
YAL038W	YDR148C
YAL038W	YBR125C
YAL038W	YBR218C
YAL038W	YGL237C
YAL038W	YGL080W
YAL038W	YJR044C
YAL038W	YKR050W
YAL038W	YOR327C
YAL038W	YOR347C
YAL038W	YIL154C
YAL038W	YIL153W
YAL038W	YML097C
YAL038W	YMR192W
YAL038W	YMR282C
YAL038W	YNL307C
YAL038W	YPR057W
YAL038W	YPR060C
YAL038W	YPR096C
YAL038W	YER052C
YAL038W	YER125W
YAL036C	YLL024C
YAL036C	YLR423C
YAL036C	YAL005C
YAL036C	YDR152W
YAL036C	YDR448W
YAL036C	YGR173W
YAL036C	YGR250C
YAL036C	YJL138C
YAL036C	YOR091W
YAL036C	YOR174W
YAL036C	YML007W
YAL036C	YMR012W
YAL036C	YNL209W
YAL036C	YHR027C
YAL035W	YLL045C
YAL035W	YLR075W
YAL035W	YLR340W
YAL035W	YLR367W
YAL035W	YLR432W
YAL035W	YDL082W
YAL035W	YDL014W
YAL035W	YDR432W
YAL035W	YDR496C
YAL035W	YBR084W
YAL035W	YGL076C
YAL035W	YGL030W
YAL035W	YGR102C
YAL035W	YJL190C
YAL035W	YJR007W
YAL035W	YJR123W
YAL035W	YJR145C
YAL035W	YOR063W
YAL035W	YOR361C
YAL035W	YMR142C
YAL035W	YMR194W
YAL035W	YMR229C
YAL035W	YMR242C
YAL035W	YMR260C
YAL035W	YMR309C
YAL035W	YNL178W
YAL035W	YNL030W
YAL035W	YPL237W
YAL035W	YHL033C
YAL035W	YHR010W
YAL035W	YHR216W
YAL035W	YEL054C
YAL035W	YER025W
YAL034W-A	YCR033W
YAL034W-A	YCR063W
YAL034W-A	YFL010W-A
YAL034W-A	YLR052W
YAL034W-A	YLR131C
YAL034W-A	YLR193C
YAL034W-A	YLR251W
YAL034W-A	YLR448W
YAL034W-A	YAL010C
YAL034W-A	YAL055W
YAL034W-A	YAR003W
YAL034W-A	YDL226C
YAL034W-A	YDL142C
YAL034W-A	YDL117W
YAL034W-A	YDR252W
YAL034W-A	YDR254W
YAL034W-A	YDR265W
YAL034W-A	YDR289C
YAL034W-A	YDR318W
YAL034W-A	YBR030W
YAL034W-A	YBR103W
YAL034W-A	YBR107C
YAL034W-A	YBR132C
YAL034W-A	YBR211C
YAL034W-A	YGL257C
YAL034W-A	YGL194C
YAL034W-A	YGL180W
YAL034W-A	YGL172W
YAL034W-A	YGL151W
YAL034W-A	YGL093W
YAL034W-A	YGL086W
YAL034W-A	YGR097W
YAL034W-A	YGR120C
YAL034W-A	YGR143W
YAL034W-A	YGR157W
YAL034W-A	YGR179C
YAL034W-A	YGR292W
YAL034W-A	YJL177W
YAL034W-A	YJL107C
YAL034W-A	YJL070C
YAL034W-A	YJL030W
YAL034W-A	YJR011C
YAL034W-A	YJR074W
YAL034W-A	YJR112W
YAL034W-A	YKL103C
YAL034W-A	YKL053C-A
YAL034W-A	YKL049C
YAL034W-A	YOL069W
YAL034W-A	YOL042W
YAL034W-A	YOR017W
YAL034W-A	YOR106W
YAL034W-A	YOR127W
YAL034W-A	YOR276W
YAL034W-A	YIL150C
YAL034W-A	YIL144W
YAL034W-A	YIL134W
YAL034W-A	YIL090W
YAL034W-A	YIL040W
YAL034W-A	YIR010W
YAL034W-A	YML103C
YAL034W-A	YML066C
YAL034W-A	YMR117C
YAL034W-A	YNL080C
YAL034W-A	YPL233W
YAL034W-A	YPL270W
YAL034W-A	YPL125W
YAL034W-A	YPL018W
YAL034W-A	YPR011C
YAL034W-A	YPR046W
YAL034W-A	YPR061C
YAL034W-A	YPR071W
YAL034W-A	YPR179C
YAL034W-A	YER018C
YAL034W-A	YER048C
YAL034W-A	YER155C
YAL034C	YBR198C
YAL034C	YGR274C
YAL034C	YJR123W
YAL034C	YOL086C
YAL034C	YOL004W
YAL034C	YML063W
YAL034C	YER110C
YAL033W	YBL018C
YAL033W	YBR257W
YAL033W	YNL221C
YAL033W	YHR062C
YAL033W	NME1
YAL032C	YLR024C
YAL032C	YLR187W
YAL032C	YLR320W
YAL032C	YLR345W
YAL032C	YLR386W
YAL032C	YLR423C
YAL032C	YDL209C
YAL032C	YDL116W
YAL032C	YDL001W
YAL032C	YDR088C
YAL032C	YDR176W
YAL032C	YDR364C
YAL032C	YDR416W
YAL032C	YDR448W
YAL032C	YDR532C
YAL032C	YBL105C
YAL032C	YBL084C
YAL032C	YBR114W
YAL032C	YBR188C
YAL032C	YGL128C
YAL032C	YGL120C
YAL032C	YGL026C
YAL032C	YGR006W
YAL032C	YGR061C
YAL032C	YGR071C
YAL032C	YGR270W
YAL032C	YGR278W
YAL032C	YJL203W
YAL032C	YJL149W
YAL032C	YJL112W
YAL032C	YJL103C
YAL032C	YJR005W
YAL032C	YJR061W
YAL032C	YKL173W
YAL032C	YKR054C
YAL032C	YOR023C
YAL032C	YOR156C
YAL032C	YIL068C
YAL032C	YML103C
YAL032C	YML049C
YAL032C	YMR031C
YAL032C	YMR176W
YAL032C	YMR190C
YAL032C	YMR213W
YAL032C	YMR288W
YAL032C	YNL271C
YAL032C	YNL246W
YAL032C	YNL243W
YAL032C	YNL229C
YAL032C	YNL078W
YAL032C	YNR059W
YAL032C	YPL213W
YAL032C	YPL151C
YAL032C	YPR023C
YAL032C	YPR189W
YAL032C	YHR161C
YAL032C	YHR165C
YAL032C	YER013W
YAL032C	YER032W
YAL032C	YER172C
YAL030W	YCR034W
YAL030W	YLR240W
YAL030W	YLR372W
YAL030W	YAL005C
YAL030W	YDL192W
YAL030W	YDL117W
YAL030W	YDL047W
YAL030W	YDR027C
YAL030W	YDR126W
YAL030W	YDR294C
YAL030W	YBL050W
YAL030W	YBR076W
YAL030W	YBR080C
YAL030W	YGL206C
YAL030W	YGR009C
YAL030W	YJL036W
YAL030W	YKR001C
YAL030W	YOR036W
YAL030W	YOR106W
YAL030W	YOR327C
YAL030W	YIR016W
YAL030W	YMR183C
YAL030W	YMR246W
YAL030W	YPL232W
YAL030W	YER143W
YAL029C	YLR016C
YAL029C	YLR018C
YAL029C	YLR249W
YAL029C	YLR429W
YAL029C	YDR101C
YAL029C	YBL032W
YAL029C	YBR130C
YAL029C	YGL195W
YAL029C	YGL106W
YAL029C	YKL185W
YAL029C	YKL130C
YAL029C	YOL086C
YAL029C	YOR035C
YAL029C	YML056C
YAL029C	YMR153W
YAL029C	YMR186W
YAL029C	YMR309C
YAL029C	YPR057W
YAL029C	YER110C
YAL028W	YLL024C
YAL028W	YLR292C
YAL028W	YLR378C
YAL028W	YAL005C
YAL028W	YBR039W
YAL028W	YBR171W
YAL028W	YOR202W
YAL028W	YOR254C
YAL028W	YMR123W
YAL028W	YPL094C
YAL027W	YCL024W
YAL027W	YCR009C
YAL027W	YCR028C-A
YAL027W	YCR092C
YAL027W	YLL018C
YAL027W	YLR044C
YAL027W	YLR135W
YAL027W	YLR429W
YAL027W	YDL059C
YAL027W	YDL014W
YAL027W	YDR174W
YAL027W	YDR381W
YAL027W	YDR388W
YAL027W	YDR507C
YAL027W	YBL019W
YAL027W	YBR196C
YAL027W	YBR223C
YAL027W	YGL106W
YAL027W	YKL114C
YAL027W	YOL090W
YAL027W	YOL086C
YAL027W	YOR294W
YAL027W	YIL105C
YAL027W	YIL095W
YAL027W	YML095C
YAL027W	YML032C
YAL027W	YMR128W
YAL027W	YNL106C
YAL027W	YPL146C
YAL027W	YPL022W
YAL027W	YPL004C
YAL027W	YPR171W
YAL027W	YER049W
YAL027W	YER095W
YAL026C	YCR044C
YAL026C	YCR053W
YAL026C	YLR056W
YAL026C	YLR447C
YAL026C	YAR003W
YAL026C	YAR042W
YAL026C	YDL192W
YAL026C	YDL137W
YAL026C	YDL095W
YAL026C	YDL072C
YAL026C	YDL051W
YAL026C	YDR108W
YAL026C	YDR137W
YAL026C	YDR141C
YAL026C	YDR172W
YAL026C	YDR238C
YAL026C	YDR293C
YAL026C	YDR320C
YAL026C	YDR358W
YAL026C	YDR363W-A
YAL026C	YDR497C
YAL026C	YBL079W
YAL026C	YBL024W
YAL026C	YBL007C
YAL026C	YBR023C
YAL026C	YBR130C
YAL026C	YBR164C
YAL026C	YBR171W
YAL026C	YBR231C
YAL026C	YBR254C
YAL026C	YBR255W
YAL026C	YGL226C-A
YAL026C	YGL206C
YAL026C	YGL203C
YAL026C	YGL167C
YAL026C	YGL137W
YAL026C	YGL126W
YAL026C	YGL084C
YAL026C	YGL054C
YAL026C	YGL012W
YAL026C	YGR023W
YAL026C	YGR060W
YAL026C	YGR089W
YAL026C	YGR135W
YAL026C	YGR166W
YAL026C	YGR229C
YAL026C	YGR241C
YAL026C	YJL204C
YAL026C	YJL153C
YAL026C	YJL117W
YAL026C	YJL053W
YAL026C	YJL042W
YAL026C	YJL034W
YAL026C	YJL024C
YAL026C	YJR040W
YAL026C	YJR117W
YAL026C	YKL212W
YAL026C	YKL135C
YAL026C	YKL073W
YAL026C	YKL065C
YAL026C	YKL048C
YAL026C	YOL124C
YAL026C	YOL072W
YAL026C	YOL018C
YAL026C	YOL004W
YAL026C	YOR006C
YAL026C	YOR070C
YAL026C	YOR104W
YAL026C	YOR115C
YAL026C	YOR185C
YAL026C	YOR254C
YAL026C	YOR276W
YAL026C	YOR311C
YAL026C	YIL090W
YAL026C	YIL076W
YAL026C	YIL048W
YAL026C	YIL044C
YAL026C	YIL040W
YAL026C	YIL035C
YAL026C	YIR006C
YAL026C	YML094W
YAL026C	YML072C
YAL026C	YML069W
YAL026C	YML052W
YAL026C	YML008C
YAL026C	YMR001C
YAL026C	YMR015C
YAL026C	YMR123W
YAL026C	YMR161W
YAL026C	YMR183C
YAL026C	YMR202W
YAL026C	YMR283C
YAL026C	YMR302C
YAL026C	YNL323W
YAL026C	YNL321W
YAL026C	YNL297C
YAL026C	YNL258C
YAL026C	YNL238W
YAL026C	YNL154C
YAL026C	YNL111C
YAL026C	YNL072W
YAL026C	YNL051W
YAL026C	YNL044W
YAL026C	YPL195W
YAL026C	YPL150W
YAL026C	YPL145C
YAL026C	YPL137C
YAL026C	YPL048W
YAL026C	YPR029C
YAL026C	YHL034C
YAL026C	YHR004C
YAL026C	YHR039C
YAL026C	YHR108W
YAL026C	YHR135C
YAL026C	YHR205W
YAL026C	YEL043W
YAL026C	YEL042W
YAL026C	YEL022W
YAL026C	YER026C
YAL026C	YER031C
YAL026C	YER083C
YAL026C	YER120W
YAL026C	YER122C
YAL026C	YER166W
YAL025C	YCR028C-A
YAL025C	YLL039C
YAL025C	YLR119W
YAL025C	YLR251W
YAL025C	YLR264W
YAL025C	YLR290C
YAL025C	YLR371W
YAL025C	YLR393W
YAL025C	YDL083C
YAL025C	YDR001C
YAL025C	YDR080W
YAL025C	YDR083W
YAL025C	YDR315C
YAL025C	YBL072C
YAL025C	YBR126C
YAL025C	YBR181C
YAL025C	YBR200W
YAL025C	YGL045W
YAL025C	YJL154C
YAL025C	YJR077C
YAL025C	YKL081W
YAL025C	YKL055C
YAL025C	YKL048C
YAL025C	YKL014C
YAL025C	YOL041C
YAL025C	YOL006C
YAL025C	YOR030W
YAL025C	YOR206W
YAL025C	YML063W
YAL025C	YMR041C
YAL025C	YMR063W
YAL025C	YMR154C
YAL025C	YNL141W
YAL025C	YNL130C
YAL025C	YNL002C
YAL025C	YPL172C
YAL025C	YPL161C
YAL025C	YPL069C
YAL025C	YPL055C
YAL025C	YPL036W
YAL025C	YHL027W
YAL025C	YHR088W
YAL024C	YCL063W
YAL024C	YCL040W
YAL024C	YCL037C
YAL024C	YCL017C
YAL024C	YCL009C
YAL024C	YCR012W
YAL024C	YCR016W
YAL024C	YFL018C
YAL024C	YFR036W
YAL024C	YLR015W
YAL024C	YLR027C
YAL024C	YLR044C
YAL024C	YLR058C
YAL024C	YLR067C
YAL024C	YLR084C
YAL024C	YLR200W
YAL024C	YLR204W
YAL024C	YLR234W
YAL024C	YLR240W
YAL024C	YLR259C
YAL024C	YLR315W
YAL024C	YLR370C
YAL024C	YLR373C
YAL024C	YLR386W
YAL024C	YLR388W
YAL024C	YLR406C
YAL024C	YLR417W
YAL024C	YLR438W
YAL024C	YLR448W
YAL024C	YAL041W
YAL024C	YAL013W
YAL024C	YAR003W
YAL024C	YAR019C
YAL024C	YDL190C
YAL024C	YDL236W
YAL024C	YDL225W
YAL024C	YDL171C
YAL024C	YDL144C
YAL024C	YDL136W
YAL024C	YDL130W
YAL024C	YDL115C
YAL024C	YDL090C
YAL024C	YDL074C
YAL024C	YDL061C
YAL024C	YDL059C
YAL024C	YDL056W
YAL024C	YDL040C
YAL024C	YDL006W
YAL024C	YDR004W
YAL024C	YDR050C
YAL024C	YDR065W
YAL024C	YDR071C
YAL024C	YDR076W
YAL024C	YDR101C
YAL024C	YDR117C
YAL024C	YDR121W
YAL024C	YDR146C
YAL024C	YDR150W
YAL024C	YDR159W
YAL024C	YDR174W
YAL024C	YDR184C
YAL024C	YDR200C
YAL024C	YDR207C
YAL024C	YDR232W
YAL024C	YDR260C
YAL024C	YDR300C
YAL024C	YDR309C
YAL024C	YDR310C
YAL024C	YDR348C
YAL024C	YDR359C
YAL024C	YDR369C
YAL024C	YDR385W
YAL024C	YDR392W
YAL024C	YDR432W
YAL024C	YDR463W
YAL024C	YDR469W
YAL024C	YDR497C
YAL024C	YDR516C
YAL024C	YDR532C
YAL024C	YBL097W
YAL024C	YBL087C
YAL024C	YBL058W
YAL024C	YBL032W
YAL024C	YBL031W
YAL024C	YBL025W
YAL024C	YBL016W
YAL024C	YBR036C
YAL024C	YBR058C
YAL024C	YBR097W
YAL024C	YBR119W
YAL024C	YBR158W
YAL024C	YBR175W
YAL024C	YBR200W
YAL024C	YBR267W
YAL024C	YGL228W
YAL024C	YGL167C
YAL024C	YGL163C
YAL024C	YGL148W
YAL024C	YGL133W
YAL024C	YGL127C
YAL024C	YGL078C
YAL024C	YGL066W
YAL024C	YGL060W
YAL024C	YGL045W
YAL024C	YGL037C
YAL024C	YGR046W
YAL024C	YGR056W
YAL024C	YGR077C
YAL024C	YGR078C
YAL024C	YGR092W
YAL024C	YGR098C
YAL024C	YGR118W
YAL024C	YGR134W
YAL024C	YGR152C
YAL024C	YGR180C
YAL024C	YGR192C
YAL024C	YGR234W
YAL024C	YGR238C
YAL024C	YGR254W
YAL024C	YGR260W
YAL024C	YJL179W
YAL024C	YJL177W
YAL024C	YJL148W
YAL024C	YJL128C
YAL024C	YJL121C
YAL024C	YJL115W
YAL024C	YJL098W
YAL024C	YJL092W
YAL024C	YJL080C
YAL024C	YJL047C
YAL024C	YJR043C
YAL024C	YJR050W
YAL024C	YJR053W
YAL024C	YJR055W
YAL024C	YJR074W
YAL024C	YJR097W
YAL024C	YJR102C
YAL024C	YJR104C
YAL024C	YJR123W
YAL024C	YKL152C
YAL024C	YKL113C
YAL024C	YKL101W
YAL024C	YKL074C
YAL024C	YKL006W
YAL024C	YKR001C
YAL024C	YKR048C
YAL024C	YKR054C
YAL024C	YKR061W
YAL024C	YKR092C
YAL024C	YOL143C
YAL024C	YOL139C
YAL024C	YOL068C
YAL024C	YOL041C
YAL024C	YOL004W
YAL024C	YOR014W
YAL024C	YOR035C
YAL024C	YOR080W
YAL024C	YOR083W
YAL024C	YOR089C
YAL024C	YOR101W
YAL024C	YOR133W
YAL024C	YOR195W
YAL024C	YOR209C
YAL024C	YOR211C
YAL024C	YOR221C
YAL024C	YOR233W
YAL024C	YOR271C
YAL024C	YOR275C
YAL024C	YOR276W
YAL024C	YOR295W
YAL024C	YOR297C
YAL024C	YOR304W
YAL024C	YOR344C
YAL024C	YOR360C
YAL024C	YOR373W
YAL024C	YIL109C
YAL024C	YIL103W
YAL024C	YIL084C
YAL024C	YIL036W
YAL024C	YIL033C
YAL024C	YIR023W
YAL024C	YIR033W
YAL024C	YML103C
YAL024C	YML094W
YAL024C	YML128C
YAL024C	YML064C
YAL024C	YML061C
YAL024C	YML036W
YAL024C	YML032C
YAL024C	YMR022W
YAL024C	YMR039C
YAL024C	YMR048W
YAL024C	YMR055C
YAL024C	YMR063W
YAL024C	YMR078C
YAL024C	YMR116C
YAL024C	YMR144W
YAL024C	YMR154C
YAL024C	YMR165C
YAL024C	YMR179W
YAL024C	YMR194W
YAL024C	YMR198W
YAL024C	YMR205C
YAL024C	YMR214W
YAL024C	YMR217W
YAL024C	YMR224C
YAL024C	YMR250W
YAL024C	YMR261C
YAL024C	YMR263W
YAL024C	YMR267W
YAL024C	YMR269W
YAL024C	YMR274C
YAL024C	YMR294W
YAL024C	YMR299C
YAL024C	YMR300C
YAL024C	YNL330C
YAL024C	YNL312W
YAL024C	YNL294C
YAL024C	YNL273W
YAL024C	YNL250W
YAL024C	YNL236W
YAL024C	YNL229C
YAL024C	YNL199C
YAL024C	YNL153C
YAL024C	YNL148C
YAL024C	YNL147W
YAL024C	YNL098C
YAL024C	YNL097C
YAL024C	YNL085W
YAL024C	YNL084C
YAL024C	YNL076W
YAL024C	YNL068C
YAL024C	YNL064C
YAL024C	YNL054W
YAL024C	YNL015W
YAL024C	YNL014W
YAL024C	YNR009W
YAL024C	YPL269W
YAL024C	YPL213W
YAL024C	YPL188W
YAL024C	YPL184C
YAL024C	YPL178W
YAL024C	YPL174C
YAL024C	YPL161C
YAL024C	YPL155C
YAL024C	YPL139C
YAL024C	YPL106C
YAL024C	YPL084W
YAL024C	YPL059W
YAL024C	YPL055C
YAL024C	YPL008W
YAL024C	YPR029C
YAL024C	YPR054W
YAL024C	YPR119W
YAL024C	YPR132W
YAL024C	YPR135W
YAL024C	YPR141C
YAL024C	YPR145W
YAL024C	YPR181C
YAL024C	YHL033C
YAL024C	YHL027W
YAL024C	YHL021C
YAL024C	YHL007C
YAL024C	YHR013C
YAL024C	YHR031C
YAL024C	YHR034C
YAL024C	YHR041C
YAL024C	YHR061C
YAL024C	YHR067W
YAL024C	YHR100C
YAL024C	YHR129C
YAL024C	YHR152W
YAL024C	YHR154W
YAL024C	YHR158C
YAL024C	YHR174W
YAL024C	YHR178W
YAL024C	YHR191C
YAL024C	YHR200W
YAL024C	YEL062W
YAL024C	YEL061C
YAL024C	YEL054C
YAL024C	YEL046C
YAL024C	YEL037C
YAL024C	YEL031W
YAL024C	YEL029C
YAL024C	YER014W
YAL024C	YER016W
YAL024C	YER073W
YAL024C	YER094C
YAL024C	YER095W
YAL024C	YER109C
YAL024C	YER110C
YAL024C	YER117W
YAL024C	YER123W
YAL024C	YER139C
YAL024C	YER177W
YAL023C	YCL043C
YAL023C	YLR332W
YAL023C	YLR360W
YAL023C	YLR433C
YAL023C	YAL012W
YAL023C	YAL007C
YAL023C	YAR002C-A
YAL023C	YDL126C
YAL023C	YDL100C
YAL023C	YDL095W
YAL023C	YDL093W
YAL023C	YDR057W
YAL023C	YDR137W
YAL023C	YDR141C
YAL023C	YDR297W
YAL023C	YDR307W
YAL023C	YDR331W
YAL023C	YDR372C
YAL023C	YDR411C
YAL023C	YDR414C
YAL023C	YDR456W
YAL023C	YDR484W
YAL023C	YBL105C
YAL023C	YBL082C
YAL023C	YBL017C
YAL023C	YBR078W
YAL023C	YBR171W
YAL023C	YBR201W
YAL023C	YBR229C
YAL023C	YGL200C
YAL023C	YGL167C
YAL023C	YGL084C
YAL023C	YGL054C
YAL023C	YGL027C
YAL023C	YGL020C
YAL023C	YGL012W
YAL023C	YGL008C
YAL023C	YGR058W
YAL023C	YGR063C
YAL023C	YGR166W
YAL023C	YGR199W
YAL023C	YJL171C
YAL023C	YJL092W
YAL023C	YJL062W
YAL023C	YJR044C
YAL023C	YJR073C
YAL023C	YJR118C
YAL023C	YJR143C
YAL023C	YKL190W
YAL023C	YKL140W
YAL023C	YKL113C
YAL023C	YKL073W
YAL023C	YKL041W
YAL023C	YKR001C
YAL023C	YKR007W
YAL023C	YKR020W
YAL023C	YOL058W
YAL023C	YOL031C
YAL023C	YOL018C
YAL023C	YOL013C
YAL023C	YOL001W
YAL023C	YOR002W
YAL023C	YOR008C
YAL023C	YOR069W
YAL023C	YOR085W
YAL023C	YOR089C
YAL023C	YOR132W
YAL023C	YOR216C
YAL023C	YOR321W
YAL023C	YIL090W
YAL023C	YIL027C
YAL023C	YIR033W
YAL023C	YML097C
YAL023C	YML130C
YAL023C	YML125C
YAL023C	YML029W
YAL023C	YML019W
YAL023C	YML013W
YAL023C	YML012W
YAL023C	YMR010W
YAL023C	YMR013C
YAL023C	YMR161W
YAL023C	YMR202W
YAL023C	YMR216C
YAL023C	YMR264W
YAL023C	YMR272C
YAL023C	YMR307W
YAL023C	YNL322C
YAL023C	YNL297C
YAL023C	YNL169C
YAL023C	YNL079C
YAL023C	YNL074C
YAL023C	YNR006W
YAL023C	YNR051C
YAL023C	YPL120W
YAL023C	YPL057C
YAL023C	YPR183W
YAL023C	YHR079C
YAL023C	YEL031W
YAL023C	YER083C
YAL023C	YER122C
YAL022C	YBR159W
YAL022C	YJR117W
YAL022C	YHR140W
YAL021C	YCL061C
YAL021C	YCL037C
YAL021C	YCL029C
YAL021C	YCL028W
YAL021C	YCL008C
YAL021C	YCR009C
YAL021C	YCR061W
YAL021C	YCR077C
YAL021C	YFL028C
YAL021C	YFR005C
YAL021C	YFR048W
YAL021C	YLL033W
YAL021C	YLR055C
YAL021C	YLR079W
YAL021C	YLR150W
YAL021C	YLR176C
YAL021C	YLR182W
YAL021C	YLR360W
YAL021C	YLR368W
YAL021C	YLR371W
YAL021C	YLR373C
YAL021C	YLR386W
YAL021C	YLR393W
YAL021C	YLR396C
YAL021C	YLR417W
YAL021C	YLR438C-A
YAL021C	YAL040C
YAL021C	YAR002W
YAL021C	YDL192W
YAL021C	YDL185W
YAL021C	YDL240W
YAL021C	YDL226C
YAL021C	YDL225W
YAL021C	YDL165W
YAL021C	YDL160C
YAL021C	YDL140C
YAL021C	YDL101C
YAL021C	YDL074C
YAL021C	YDL061C
YAL021C	YDL040C
YAL021C	YDL013W
YAL021C	YDR043C
YAL021C	YDR065W
YAL021C	YDR076W
YAL021C	YDR123C
YAL021C	YDR138W
YAL021C	YDR188W
YAL021C	YDR190C
YAL021C	YDR252W
YAL021C	YDR293C
YAL021C	YDR298C
YAL021C	YDR323C
YAL021C	YDR334W
YAL021C	YDR359C
YAL021C	YDR363W-A
YAL021C	YDR369C
YAL021C	YDR378C
YAL021C	YDR386W
YAL021C	YDR388W
YAL021C	YDR392W
YAL021C	YDR439W
YAL021C	YDR443C
YAL021C	YDR456W
YAL021C	YDR484W
YAL021C	YDR485C
YAL021C	YDR507C
YAL021C	YBL105C
YAL021C	YBL099W
YAL021C	YBL088C
YAL021C	YBL032W
YAL021C	YBL022C
YAL021C	YBR034C
YAL021C	YBR066C
YAL021C	YBR073W
YAL021C	YBR089C-A
YAL021C	YBR098W
YAL021C	YBR131W
YAL021C	YBR136W
YAL021C	YBR231C
YAL021C	YBR288C
YAL021C	YGL207W
YAL021C	YGL195W
YAL021C	YGL178W
YAL021C	YGL175C
YAL021C	YGL163C
YAL021C	YGL151W
YAL021C	YGL127C
YAL021C	YGL122C
YAL021C	YGL095C
YAL021C	YGL094C
YAL021C	YGL058W
YAL021C	YGL048C
YAL021C	YGL043W
YAL021C	YGL020C
YAL021C	YGR070W
YAL021C	YGR086C
YAL021C	YGR092W
YAL021C	YGR104C
YAL021C	YGR134W
YAL021C	YGR135W
YAL021C	YGR155W
YAL021C	YGR178C
YAL021C	YGR180C
YAL021C	YGR184C
YAL021C	YGR261C
YAL021C	YGR274C
YAL021C	YGR292W
YAL021C	YJL204C
YAL021C	YJL187C
YAL021C	YJL148W
YAL021C	YJL124C
YAL021C	YJL115W
YAL021C	YJL112W
YAL021C	YJL092W
YAL021C	YJL047C
YAL021C	YJL029C
YAL021C	YJL024C
YAL021C	YJR011C
YAL021C	YJR043C
YAL021C	YJR144W
YAL021C	YKL204W
YAL021C	YKL212W
YAL021C	YKL139W
YAL021C	YKL113C
YAL021C	YKL048C
YAL021C	YKL041W
YAL021C	YKL016C
YAL021C	YKL002W
YAL021C	YKR001C
YAL021C	YKR010C
YAL021C	YKR036C
YAL021C	YOL123W
YAL021C	YOL051W
YAL021C	YOL009C
YAL021C	YOL006C
YAL021C	YOL004W
YAL021C	YOR008C
YAL021C	YOR027W
YAL021C	YOR057W
YAL021C	YOR083W
YAL021C	YOR141C
YAL021C	YOR144C
YAL021C	YOR151C
YAL021C	YOR204W
YAL021C	YOR209C
YAL021C	YOR327C
