PATHWAY.name	SYSTEMATIC.name
Endocytosis	YER031C
Endocytosis	YKL079W
Endocytosis	YLR229C
Endocytosis	YIL044C
Endocytosis	YGL181W
Endocytosis	YDR524C
Endocytosis	YDL226C
Endocytosis	YER122C
Endocytosis	YDR170C
Endocytosis	YEL022W
Endocytosis	YJR031C
Endocytosis	YDL192W
Endocytosis	YDL137W
Ether lipid metabolism	YIL124W
Ether lipid metabolism	YHR123W
Ether lipid metabolism	YNL130C
Ether lipid metabolism	YKR089C
Ether lipid metabolism	YOR081C
Ether lipid metabolism	YKR031C
Ether lipid metabolism	YOR175C
Ether lipid metabolism	YOR269W
Fatty acid biosynthesis	YNR016C
Fatty acid biosynthesis	YMR207C
Fatty acid biosynthesis	YOR221C
Fatty acid biosynthesis	YKL182W
Fatty acid biosynthesis	YPL231W
Fatty acid biosynthesis	YER061C
Fatty acid biosynthesis	YKL055C
Fatty acid biosynthesis	YHR067W
Fatty acid biosynthesis	YBR026C
Fatty acid biosynthesis	YOR317W
Fatty acid biosynthesis	YMR246W
Fatty acid biosynthesis	YER015W
Fatty acid biosynthesis	YIL009W
Fatty acid degradation	YPL028W
Fatty acid degradation	YIL160C
Fatty acid degradation	YGL205W
Fatty acid degradation	YOR317W
Fatty acid degradation	YMR246W
Fatty acid degradation	YER015W
Fatty acid degradation	YIL009W
Fatty acid degradation	YLR284C
Fatty acid degradation	YDL168W
Fatty acid degradation	YOL086C
Fatty acid degradation	YMR303C
Fatty acid degradation	YBR145W
Fatty acid degradation	YMR083W
Fatty acid degradation	YGL256W
Fatty acid degradation	YOR374W
Fatty acid degradation	YPL061W
Fatty acid degradation	YER073W
Fatty acid degradation	YMR110C
Fatty acid degradation	YMR169C
Fatty acid degradation	YMR170C
Fatty acid elongation	YBR026C
Fatty acid elongation	YCR034W
Fatty acid elongation	YJL196C
Fatty acid elongation	YLR372W
Fatty acid elongation	YBR159W
Fatty acid elongation	YJL097W
Fatty acid elongation	YDL015C
Fatty acid elongation	YJR019C
Fatty acid metabolism	YLL039C
Fatty acid metabolism	YIL148W
Fatty acid metabolism	YKR094C
Fatty acid metabolism	YLR167W
Fatty acid metabolism	YKL210W
Fatty acid metabolism	YPR180W
Fatty acid metabolism	YDR390C
Fatty acid metabolism	YPR066W
Fatty acid metabolism	YGL058W
Fatty acid metabolism	YOR339C
Fatty acid metabolism	YDR059C
Fatty acid metabolism	YBR082C
Fatty acid metabolism	YMR022W
Fatty acid metabolism	YEL012W
Fatty acid metabolism	YDL064W
Fatty acid metabolism	YER100W
Fatty acid metabolism	YDR177W
Fatty acid metabolism	YLR306W
Fatty acid metabolism	YDR092W
Fatty acid metabolism	YDR054C
Fatty acid metabolism	YGL141W
Fatty acid metabolism	YKL010C
Fatty acid metabolism	YER125W
Fatty acid metabolism	YDR457W
Fatty acid metabolism	YDL190C
Fatty acid metabolism	YLL036C
Fatty acid metabolism	YDR409W
Fatty acid metabolism	YOL013C
Fatty acid metabolism	YOL133W
Fatty acid metabolism	YDL132W
Fatty acid metabolism	YDR328C
Fatty acid metabolism	YFL009W
Fatty acid metabolism	YIL046W
Fatty acid metabolism	YJR090C
Fatty acid metabolism	YPL046C
Fatty acid metabolism	YGR003W
Fatty acid metabolism	YDR030C
Fatty acid metabolism	YDL008W
Fatty acid metabolism	YLR127C
Fatty acid metabolism	YGL116W
Fatty acid metabolism	YGL003C
Fatty acid metabolism	YNL172W
Fatty acid metabolism	YBL084C
Fatty acid metabolism	YDR118W
Fatty acid metabolism	YOR249C
Fatty acid metabolism	YKL022C
Fatty acid metabolism	YHR166C
Fatty acid metabolism	YLR102C
Fatty acid metabolism	YGL240W
Fatty acid metabolism	YFR036W
Fatty acid metabolism	YDR260C
Folate biosynthesis	YGR267C
Folate biosynthesis	YDR481C
Folate biosynthesis	YNL256W
Folate biosynthesis	YOR236W
Folate biosynthesis	YOR241W
Folate biosynthesis	YKL132C
Folate biosynthesis	YMR113W
Folate biosynthesis	YBL033C
Folate biosynthesis	YNR033W
Folate biosynthesis	YMR289W
Folate biosynthesis	YHL018W
Fructose and mannose metabolism	YER003C
Fructose and mannose metabolism	YFL045C
Fructose and mannose metabolism	YDL055C
Fructose and mannose metabolism	YGL253W
Fructose and mannose metabolism	YFR053C
Fructose and mannose metabolism	YCL040W
Fructose and mannose metabolism	YDR516C
Fructose and mannose metabolism	YLR446W
Fructose and mannose metabolism	YMR205C
Fructose and mannose metabolism	YGR240C
Fructose and mannose metabolism	YLR377C
Fructose and mannose metabolism	YJL155C
Fructose and mannose metabolism	YLR345W
Fructose and mannose metabolism	YOL136C
Fructose and mannose metabolism	YIL107C
Fructose and mannose metabolism	YJR159W
Fructose and mannose metabolism	YDL246C
Fructose and mannose metabolism	YEL070W
Fructose and mannose metabolism	YNR073C
Fructose and mannose metabolism	YKL060C
Fructose and mannose metabolism	YDR050C
Fructose and mannose metabolism	YML070W
Fructose and mannose metabolism	YFL053W
Galactose metabolism	YBR019C
Galactose metabolism	YDR009W
Galactose metabolism	YBR020W
Galactose metabolism	YBR018C
Galactose metabolism	YHL012W
Galactose metabolism	YKL035W
Galactose metabolism	YMR105C
Galactose metabolism	YKL127W
Galactose metabolism	YMR278W
Galactose metabolism	YGL253W
Galactose metabolism	YFR053C
Galactose metabolism	YCL040W
Galactose metabolism	YDR516C
Galactose metabolism	YLR446W
Galactose metabolism	YMR205C
Galactose metabolism	YGR240C
Galactose metabolism	YIL162W
Galactose metabolism	YGR287C
Galactose metabolism	YOL157C
Galactose metabolism	YIL172C
Galactose metabolism	YJL221C
Galactose metabolism	YBR299W
Galactose metabolism	YGR292W
Galactose metabolism	YJL216C
Glutathione metabolism	YLR299W
Glutathione metabolism	YER163C
Glutathione metabolism	YKL215C
Glutathione metabolism	YJL101C
Glutathione metabolism	YOL049W
Glutathione metabolism	YFR044C
Glutathione metabolism	YIR038C
Glutathione metabolism	YNL229C
Glutathione metabolism	YPL091W
Glutathione metabolism	YNL009W
Glutathione metabolism	YDL066W
Glutathione metabolism	YLR174W
Glutathione metabolism	YGR256W
Glutathione metabolism	YHR183W
Glutathione metabolism	YNL241C
Glutathione metabolism	YBL064C
Glutathione metabolism	YKL184W
Glutathione metabolism	YPR069C
Glutathione metabolism	YLR146C
Glutathione metabolism	YIL066C
Glutathione metabolism	YER070W
Glutathione metabolism	YJL026W
Glutathione metabolism	YGR180C
Glycerolipid metabolism	YGR205W
Glycerolipid metabolism	YOR374W
Glycerolipid metabolism	YPL061W
Glycerolipid metabolism	YER073W
Glycerolipid metabolism	YMR110C
Glycerolipid metabolism	YMR169C
Glycerolipid metabolism	YMR170C
Glycerolipid metabolism	YCR105W
Glycerolipid metabolism	YMR318C
Glycerolipid metabolism	YML070W
Glycerolipid metabolism	YFL053W
Glycerolipid metabolism	YOR120W
Glycerolipid metabolism	YHL032C
Glycerolipid metabolism	YIL053W
Glycerolipid metabolism	YER062C
Glycerolipid metabolism	YKR067W
Glycerolipid metabolism	YBL011W
Glycerolipid metabolism	YDL052C
Glycerolipid metabolism	YOR175C
Glycerolipid metabolism	YPR139C
Glycerolipid metabolism	YMR165C
Glycerolipid metabolism	YDR284C
Glycerolipid metabolism	YDR503C
Glycerolipid metabolism	YNR008W
Glycerolipid metabolism	YDR058C
Glycerolipid metabolism	YMR313C
Glycerolipid metabolism	YKR089C
Glycerolipid metabolism	YOR081C
Glycerolipid metabolism	YCR068W
Glycerolipid metabolism	YER037W
Glycerolipid metabolism	YKL094W
Glycerolipid metabolism	YOR245C
Glycerophospholipid metabolism	YOL059W
Glycerophospholipid metabolism	YDL022W
Glycerophospholipid metabolism	YIL155C
Glycerophospholipid metabolism	YKR067W
Glycerophospholipid metabolism	YBL011W
Glycerophospholipid metabolism	YDL052C
Glycerophospholipid metabolism	YOR175C
Glycerophospholipid metabolism	YKR089C
Glycerophospholipid metabolism	YOR081C
Glycerophospholipid metabolism	YPR139C
Glycerophospholipid metabolism	YIL124W
Glycerophospholipid metabolism	YMR165C
Glycerophospholipid metabolism	YDR284C
Glycerophospholipid metabolism	YDR503C
Glycerophospholipid metabolism	YOR311C
Glycerophospholipid metabolism	YNL130C
Glycerophospholipid metabolism	YPL206C
Glycerophospholipid metabolism	YKR031C
Glycerophospholipid metabolism	YMR006C
Glycerophospholipid metabolism	YOL011W
Glycerophospholipid metabolism	YMR008C
Glycerophospholipid metabolism	YML059C
Glycerophospholipid metabolism	YPL110C
Glycerophospholipid metabolism	YLR133W
Glycerophospholipid metabolism	YGR202C
Glycerophospholipid metabolism	YHR123W
Glycerophospholipid metabolism	YDR147W
Glycerophospholipid metabolism	YGR007W
Glycerophospholipid metabolism	YJR073C
Glycerophospholipid metabolism	YGR157W
Glycerophospholipid metabolism	YBR029C
Glycerophospholipid metabolism	YER026C
Glycerophospholipid metabolism	YNL169C
Glycerophospholipid metabolism	YGR170W
Glycerophospholipid metabolism	YCL004W
Glycerophospholipid metabolism	YHR100C
Glycerophospholipid metabolism	YDL142C
Glycerophospholipid metabolism	YPR140W
Glycerophospholipid metabolism	YGR110W
Glycerophospholipid metabolism	YPR113W
Glycine, serine and threonine metabolism	YER052C
Glycine, serine and threonine metabolism	YDR158W
Glycine, serine and threonine metabolism	YJR139C
Glycine, serine and threonine metabolism	YHR025W
Glycine, serine and threonine metabolism	YCR053W
Glycine, serine and threonine metabolism	YEL046C
Glycine, serine and threonine metabolism	YBR263W
Glycine, serine and threonine metabolism	YLR058C
Glycine, serine and threonine metabolism	YFL030W
Glycine, serine and threonine metabolism	YDL021W
Glycine, serine and threonine metabolism	YKL152C
Glycine, serine and threonine metabolism	YOL056W
Glycine, serine and threonine metabolism	YGR205W
Glycine, serine and threonine metabolism	YER081W
Glycine, serine and threonine metabolism	YIL074C
Glycine, serine and threonine metabolism	YOR184W
Glycine, serine and threonine metabolism	YGR208W
Glycine, serine and threonine metabolism	YMR226C
Glycine, serine and threonine metabolism	YDR232W
Glycine, serine and threonine metabolism	YMR189W
Glycine, serine and threonine metabolism	YDR019C
Glycine, serine and threonine metabolism	YFL018C
Glycine, serine and threonine metabolism	YAL044C
Glycine, serine and threonine metabolism	YER026C
Glycine, serine and threonine metabolism	YGR155W
Glycine, serine and threonine metabolism	YAL012W
Glycine, serine and threonine metabolism	YER086W
Glycine, serine and threonine metabolism	YCL064C
Glycine, serine and threonine metabolism	YGL196W
Glycine, serine and threonine metabolism	YGL026C
Glycolysis Gluconeogenesis	YGL253W
Glycolysis Gluconeogenesis	YFR053C
Glycolysis Gluconeogenesis	YCL040W
Glycolysis Gluconeogenesis	YDR516C
Glycolysis Gluconeogenesis	YLR446W
Glycolysis Gluconeogenesis	YBR196C
Glycolysis Gluconeogenesis	YMR205C
Glycolysis Gluconeogenesis	YGR240C
Glycolysis Gluconeogenesis	YLR377C
Glycolysis Gluconeogenesis	YKL060C
Glycolysis Gluconeogenesis	YDR050C
Glycolysis Gluconeogenesis	YGR192C
Glycolysis Gluconeogenesis	YJL052W
Glycolysis Gluconeogenesis	YJR009C
Glycolysis Gluconeogenesis	YCR012W
Glycolysis Gluconeogenesis	YDL021W
Glycolysis Gluconeogenesis	YKL152C
Glycolysis Gluconeogenesis	YOL056W
Glycolysis Gluconeogenesis	YMR323W
Glycolysis Gluconeogenesis	YGR254W
Glycolysis Gluconeogenesis	YHR174W
Glycolysis Gluconeogenesis	YOR393W
Glycolysis Gluconeogenesis	YPL281C
Glycolysis Gluconeogenesis	YAL038W
Glycolysis Gluconeogenesis	YOR347C
Glycolysis Gluconeogenesis	YER178W
Glycolysis Gluconeogenesis	YBR221C
Glycolysis Gluconeogenesis	YNL071W
Glycolysis Gluconeogenesis	YFL018C
Glycolysis Gluconeogenesis	YDL080C
Glycolysis Gluconeogenesis	YGR087C
Glycolysis Gluconeogenesis	YLR044C
Glycolysis Gluconeogenesis	YLR134W
Glycolysis Gluconeogenesis	YDL168W
Glycolysis Gluconeogenesis	YOL086C
Glycolysis Gluconeogenesis	YMR303C
Glycolysis Gluconeogenesis	YBR145W
Glycolysis Gluconeogenesis	YMR083W
Glycolysis Gluconeogenesis	YGL256W
Glycolysis Gluconeogenesis	YCR105W
Glycolysis Gluconeogenesis	YMR318C
Glycolysis Gluconeogenesis	YOR374W
Glycolysis Gluconeogenesis	YPL061W
Glycolysis Gluconeogenesis	YER073W
Glycolysis Gluconeogenesis	YMR110C
Glycolysis Gluconeogenesis	YMR169C
Glycolysis Gluconeogenesis	YMR170C
Glycolysis Gluconeogenesis	YAL054C
Glycolysis Gluconeogenesis	YLR153C
Glycolysis Gluconeogenesis	YBR019C
Glycolysis Gluconeogenesis	YMR105C
Glycolysis Gluconeogenesis	YKL127W
Glycolysis Gluconeogenesis	YMR278W
Glycolysis Gluconeogenesis	YMR099C
Glycolysis Gluconeogenesis	YKR097W
Glycosylphosphatidylinositol (GPI) biosynthesis	YPL175W
Glycosylphosphatidylinositol (GPI) biosynthesis	YPL076W
Glycosylphosphatidylinositol (GPI) biosynthesis	YNL038W
Glycosylphosphatidylinositol (GPI) biosynthesis	YDR437W
Glycosylphosphatidylinositol (GPI) biosynthesis	YGR216C
Glycosylphosphatidylinositol (GPI) biosynthesis	YPL096C-A
Glycosylphosphatidylinositol (GPI) biosynthesis	YMR281W
Glycosylphosphatidylinositol (GPI) biosynthesis	YJL091C
Glycosylphosphatidylinositol (GPI) biosynthesis	YJL132W
Glycosylphosphatidylinositol (GPI) biosynthesis	YJR013W
Glycosylphosphatidylinositol (GPI) biosynthesis	YCL052C
Glycosylphosphatidylinositol (GPI) biosynthesis	YBR004C
Glycosylphosphatidylinositol (GPI) biosynthesis	YKL165C
Glycosylphosphatidylinositol (GPI) biosynthesis	YGL142C
Glycosylphosphatidylinositol (GPI) biosynthesis	YLL031C
Glycosylphosphatidylinositol (GPI) biosynthesis	YDR302W
Glycosylphosphatidylinositol (GPI) biosynthesis	YJL062W
Glycosylphosphatidylinositol (GPI) biosynthesis	YLR088W
Glycosylphosphatidylinositol (GPI) biosynthesis	YDR331W
Glycosylphosphatidylinositol (GPI) biosynthesis	YDR434W
Glycosylphosphatidylinositol (GPI) biosynthesis	YHR188C
Glycosylphosphatidylinositol (GPI) biosynthesis	YLR459W
Glycosylphosphatidylinositol (GPI) biosynthesis	YFL025C
Glycosylphosphatidylinositol (GPI) biosynthesis	YDR182W
Glycosylphosphatidylinositol (GPI) biosynthesis	YOR149C
Glyoxylate and dicarboxylate metabolism	YPR006C
Glyoxylate and dicarboxylate metabolism	YER065C
Glyoxylate and dicarboxylate metabolism	YAL054C
Glyoxylate and dicarboxylate metabolism	YLR153C
Glyoxylate and dicarboxylate metabolism	YIR031C
Glyoxylate and dicarboxylate metabolism	YNL117W
Glyoxylate and dicarboxylate metabolism	YKL085W
Glyoxylate and dicarboxylate metabolism	YOL126C
Glyoxylate and dicarboxylate metabolism	YDL078C
Glyoxylate and dicarboxylate metabolism	YCR005C
Glyoxylate and dicarboxylate metabolism	YNR001C
Glyoxylate and dicarboxylate metabolism	YPR001W
Glyoxylate and dicarboxylate metabolism	YLR304C
Glyoxylate and dicarboxylate metabolism	YPL028W
Glyoxylate and dicarboxylate metabolism	YDR256C
Glyoxylate and dicarboxylate metabolism	YGR088W
Glyoxylate and dicarboxylate metabolism	YNL274C
Glyoxylate and dicarboxylate metabolism	YFL030W
Glyoxylate and dicarboxylate metabolism	YPR035W
Glyoxylate and dicarboxylate metabolism	YBR263W
Glyoxylate and dicarboxylate metabolism	YLR058C
Glyoxylate and dicarboxylate metabolism	YMR189W
Glyoxylate and dicarboxylate metabolism	YDR019C
Glyoxylate and dicarboxylate metabolism	YFL018C
Glyoxylate and dicarboxylate metabolism	YAL044C
Glyoxylate and dicarboxylate metabolism	YGR205W
Glyoxylate and dicarboxylate metabolism	YOR388C
Glyoxylate and dicarboxylate metabolism	YDR428C
Glyoxylate and dicarboxylate metabolism	YBR222C
Hippo signaling pathway	YIL106W
Hippo signaling pathway	YBR083W
Hippo signaling pathway	YNL154C
Hippo signaling pathway	YHR135C
Hippo signaling pathway	YAR019C
Hippo signaling pathway	YOR373W
Hippo signaling pathway	YGR092W
Hippo signaling pathway	YHL007C
Histidine metabolism	YER055C
Histidine metabolism	YCL030C
Histidine metabolism	YIL020C
Histidine metabolism	YBR248C
Histidine metabolism	YOR202W
Histidine metabolism	YIL116W
Histidine metabolism	YFR025C
Histidine metabolism	YOR374W
Histidine metabolism	YPL061W
Histidine metabolism	YER073W
Histidine metabolism	YMR110C
Histidine metabolism	YMR169C
Histidine metabolism	YMR170C
Histidine metabolism	YNL092W
Homologous recombination	YNL250W
Homologous recombination	YMR224C
Homologous recombination	YDR369C
Homologous recombination	YBL088C
Homologous recombination	YDR363W-A
Homologous recombination	YDR076W
Homologous recombination	YDR004W
Homologous recombination	YAR007C
Homologous recombination	YNL312W
Homologous recombination	YER095W
Homologous recombination	YML032C
Homologous recombination	YDL059C
Homologous recombination	YGL163C
Homologous recombination	YBR073W
Homologous recombination	YDL102W
Homologous recombination	YJR006W
Homologous recombination	YJR043C
Homologous recombination	YMR190C
Homologous recombination	YLR234W
Homologous recombination	YDR386W
Homologous recombination	YBR098W
Inositol phosphate metabolism	YLR240W
Inositol phosphate metabolism	YJR110W
Inositol phosphate metabolism	YLR305C
Inositol phosphate metabolism	YNL267W
Inositol phosphate metabolism	YJL100W
Inositol phosphate metabolism	YKL212W
Inositol phosphate metabolism	YDR208W
Inositol phosphate metabolism	YIL002C
Inositol phosphate metabolism	YNL106C
Inositol phosphate metabolism	YOR109W
Inositol phosphate metabolism	YNL128W
Inositol phosphate metabolism	YFR019W
Inositol phosphate metabolism	YNL325C
Inositol phosphate metabolism	YPL268W
Inositol phosphate metabolism	YHR046C
Inositol phosphate metabolism	YDR287W
Inositol phosphate metabolism	YPR113W
Inositol phosphate metabolism	YJL153C
Inositol phosphate metabolism	YDR173C
Inositol phosphate metabolism	YDR315C
Inositol phosphate metabolism	YDR050C
Lipoic acid metabolism	YLR239C
Lipoic acid metabolism	YOR196C
Lipoic acid metabolism	YJL046W
Lipoic acid metabolism	YFL018C
Lipoic acid metabolism	YER178W
Lipoic acid metabolism	YBR221C
Lipoic acid metabolism	YNL071W
Lipoic acid metabolism	YIL125W
Lipoic acid metabolism	YDR148C
Lipoic acid metabolism	YMR189W
Lipoic acid metabolism	YDR019C
Lipoic acid metabolism	YAL044C
Longevity regulating pathway	YNL098C
Longevity regulating pathway	YOR101W
Longevity regulating pathway	YJL164C
Longevity regulating pathway	YPL203W
Longevity regulating pathway	YKL166C
Longevity regulating pathway	YHR008C
Longevity regulating pathway	YDR347W
Longevity regulating pathway	YJR101W
Longevity regulating pathway	YDR256C
Longevity regulating pathway	YGR088W
Longevity regulating pathway	YPL149W
Longevity regulating pathway	YGL115W
Longevity regulating pathway	YJR066W
Longevity regulating pathway	YKL203C
Longevity regulating pathway	YHR186C
Longevity regulating pathway	YJR104C
Longevity regulating pathway	YLL024C
Longevity regulating pathway	YAL005C
Longevity regulating pathway	YER103W
Longevity regulating pathway	YBL075C
Longevity regulating pathway	YNL209W
Longevity regulating pathway	YDL229W
Longevity regulating pathway	YNL330C
Longevity regulating pathway	YDL035C
Longevity regulating pathway	YJL005W
Longevity regulating pathway	YKL062W
Longevity regulating pathway	YMR037C
Longevity regulating pathway	YFL033C
Longevity regulating pathway	YDR096W
Longevity regulating pathway	YHR205W
Longevity regulating pathway	YLL026W
Longevity regulating pathway	YDR258C
Longevity regulating pathway	YGL037C
Longevity regulating pathway	YDL042C
Longevity regulating pathway	YOL068C
Longevity regulating pathway	YPL015C
Longevity regulating pathway	YDR191W
Longevity regulating pathway	YOR025W
Lysine biosynthesis	YJR139C
Lysine biosynthesis	YER052C
Lysine biosynthesis	YDR158W
Lysine biosynthesis	YDL131W
Lysine biosynthesis	YDL182W
Lysine biosynthesis	YJL200C
Lysine biosynthesis	YDR234W
Lysine biosynthesis	YIL094C
Lysine biosynthesis	YGL202W
Lysine biosynthesis	YBR115C
Lysine biosynthesis	YNR050C
Lysine biosynthesis	YIR034C
Lysine degradation	YIR034C
Lysine degradation	YNR050C
Lysine degradation	YDR148C
Lysine degradation	YFL018C
Lysine degradation	YPL028W
Lysine degradation	YBR006W
Lysine degradation	YHR109W
Lysine degradation	YHR119W
Lysine degradation	YJL168C
Lysine degradation	YDR440W
Lysine degradation	YOR374W
Lysine degradation	YPL061W
Lysine degradation	YER073W
Lysine degradation	YMR110C
Lysine degradation	YMR169C
Lysine degradation	YMR170C
Mannose type O-glycan biosynthesis	YOR321W
Mannose type O-glycan biosynthesis	YDL095W
Mannose type O-glycan biosynthesis	YDR307W
Mannose type O-glycan biosynthesis	YAL023C
Mannose type O-glycan biosynthesis	YJR143C
Mannose type O-glycan biosynthesis	YGR199W
Mannose type O-glycan biosynthesis	YDL093W
MAPK signaling pathway	YGL089C
MAPK signaling pathway	YPL187W
MAPK signaling pathway	YDR461W
MAPK signaling pathway	YNL145W
MAPK signaling pathway	YIL015W
MAPK signaling pathway	YFL026W
MAPK signaling pathway	YKL178C
MAPK signaling pathway	YNL154C
MAPK signaling pathway	YHR135C
MAPK signaling pathway	YER125W
MAPK signaling pathway	YHR005C
MAPK signaling pathway	YOR212W
MAPK signaling pathway	YJR086W
MAPK signaling pathway	YLR452C
MAPK signaling pathway	YAL041W
MAPK signaling pathway	YLR229C
MAPK signaling pathway	YOR127W
MAPK signaling pathway	YDR379W
MAPK signaling pathway	YPL115C
MAPK signaling pathway	YBR200W
MAPK signaling pathway	YHL007C
MAPK signaling pathway	YOL113W
MAPK signaling pathway	YNL298W
MAPK signaling pathway	YNL271C
MAPK signaling pathway	YLR362W
MAPK signaling pathway	YCL032W
MAPK signaling pathway	YDR103W
MAPK signaling pathway	YDL159W
MAPK signaling pathway	YBL016W
MAPK signaling pathway	YGR040W
MAPK signaling pathway	YER075C
MAPK signaling pathway	YOR208W
MAPK signaling pathway	YNL053W
MAPK signaling pathway	YIL113W
MAPK signaling pathway	YHR084W
MAPK signaling pathway	YPL049C
MAPK signaling pathway	YDR480W
MAPK signaling pathway	YMR043W
MAPK signaling pathway	YCL027W
MAPK signaling pathway	YJL157C
MAPK signaling pathway	YMR199W
MAPK signaling pathway	YPL256C
MAPK signaling pathway	YBR160W
MAPK signaling pathway	YNL283C
MAPK signaling pathway	YOR008C
MAPK signaling pathway	YOL105C
MAPK signaling pathway	YLR332W
MAPK signaling pathway	YGR023W
MAPK signaling pathway	YLR371W
MAPK signaling pathway	YGR070W
MAPK signaling pathway	YLR425W
MAPK signaling pathway	YLR305C
MAPK signaling pathway	YDR208W
MAPK signaling pathway	YPR165W
MAPK signaling pathway	YER155C
MAPK signaling pathway	YDR389W
MAPK signaling pathway	YIL159W
MAPK signaling pathway	YBL105C
MAPK signaling pathway	YDR466W
MAPK signaling pathway	YDR490C
MAPK signaling pathway	YOL100W
MAPK signaling pathway	YJL095W
MAPK signaling pathway	YOR231W
MAPK signaling pathway	YPL140C
MAPK signaling pathway	YLL021W
MAPK signaling pathway	YHR030C
MAPK signaling pathway	YKL161C
MAPK signaling pathway	YPL089C
MAPK signaling pathway	YMR306W
MAPK signaling pathway	YLR342W
MAPK signaling pathway	YGR032W
MAPK signaling pathway	YBR279W
MAPK signaling pathway	YER111C
MAPK signaling pathway	YLR182W
MAPK signaling pathway	YMR036C
MAPK signaling pathway	YGR108W
MAPK signaling pathway	YPR119W
MAPK signaling pathway	YDR420W
MAPK signaling pathway	YGR014W
MAPK signaling pathway	YER118C
MAPK signaling pathway	YPR075C
MAPK signaling pathway	YIL147C
MAPK signaling pathway	YDL235C
MAPK signaling pathway	YLR006C
MAPK signaling pathway	YCR073C
MAPK signaling pathway	YNR031C
MAPK signaling pathway	YJL128C
MAPK signaling pathway	YLR113W
MAPK signaling pathway	YDL006W
MAPK signaling pathway	YMR172W
MAPK signaling pathway	YBR182C
MAPK signaling pathway	YOL059W
MAPK signaling pathway	YDL022W
MAPK signaling pathway	YKL062W
MAPK signaling pathway	YMR037C
MAPK signaling pathway	YDR256C
MAPK signaling pathway	YGR088W
MAPK signaling pathway	YNL167C
MAPK signaling pathway	YBR112C
MAPK signaling pathway	YCR084C
MAPK signaling pathway	YOL151W
MAPK signaling pathway	YLR079W
MAPK signaling pathway	YGR109C
MAPK signaling pathway	YPR120C
MAPK signaling pathway	YKL101W
MAPK signaling pathway	YBR133C
MAPK signaling pathway	YJL187C
MAPK signaling pathway	YLR120C
MAPK signaling pathway	YDR144C
MAPK signaling pathway	YER177W
MAPK signaling pathway	YDR099W
MAPK signaling pathway	YMR164C
MAPK signaling pathway	YBR083W
MAPK signaling pathway	YIR019C
Meiosis	YJR066W
Meiosis	YKL203C
Meiosis	YAL040C
Meiosis	YBR160W
Meiosis	YER111C
Meiosis	YLR182W
Meiosis	YPL256C
Meiosis	YCR097W
Meiosis	YCL067C
Meiosis	YCR039C
Meiosis	YCR096C
Meiosis	YGR044C
Meiosis	YDL245C
Meiosis	YDR342C
Meiosis	YDR343C
Meiosis	YDR345C
Meiosis	YEL069C
Meiosis	YFL011W
Meiosis	YHR092C
Meiosis	YHR094C
Meiosis	YHR096C
Meiosis	YJL214W
Meiosis	YJL219W
Meiosis	YJR158W
Meiosis	YLR081W
Meiosis	YMR011W
Meiosis	YNR072W
Meiosis	YOL156W
Meiosis	YDL138W
Meiosis	YDL194W
Meiosis	YNL318C
Meiosis	YDR477W
Meiosis	YDL035C
Meiosis	YER020W
Meiosis	YNL098C
Meiosis	YOR101W
Meiosis	YJL005W
Meiosis	YJL164C
Meiosis	YPL203W
Meiosis	YKL166C
Meiosis	YKL062W
Meiosis	YMR037C
Meiosis	YMR016C
Meiosis	YJR094C
Meiosis	YJL106W
Meiosis	YLR079W
Meiosis	YGR109C
Meiosis	YPR120C
Meiosis	YJL194W
Meiosis	YJR046W
Meiosis	YML065W
Meiosis	YBR060C
Meiosis	YLL004W
Meiosis	YPR162C
Meiosis	YNL261W
Meiosis	YHR118C
Meiosis	YBL023C
Meiosis	YEL032W
Meiosis	YPR019W
Meiosis	YLR274W
Meiosis	YGL201C
Meiosis	YBR202W
Meiosis	YLR103C
Meiosis	YDL017W
Meiosis	YDR052C
Meiosis	YMR139W
Meiosis	YFL033C
Meiosis	YDR207C
Meiosis	YHL022C
Meiosis	YER179W
Meiosis	YDR285W
Meiosis	YHR124W
Meiosis	YBR045C
Meiosis	YDR523C
Meiosis	YOR313C
Meiosis	YGR059W
Meiosis	YGR108W
Meiosis	YDL155W
Meiosis	YLR210W
Meiosis	YMR001C
Meiosis	YHR152W
Meiosis	YOR195W
Meiosis	YFR028C
Meiosis	YER106W
Meiosis	YDR439W
Meiosis	YER133W
Meiosis	YDR436W
Meiosis	YML016C
Meiosis	YPL179W
Meiosis	YOR351C
Meiosis	YLR263W
Meiosis	YIL072W
Meiosis	YDR310C
Meiosis	YJL187C
Meiosis	YLR288C
Meiosis	YPL194W
Meiosis	YOR368W
Meiosis	YER173W
Meiosis	YBR136W
Meiosis	YDR217C
Meiosis	YPL153C
Meiosis	YBR274W
Meiosis	YDR113C
Meiosis	YGR098C
Meiosis	YFL008W
Meiosis	YJL074C
Meiosis	YPR007C
Meiosis	YIL026C
Meiosis	YJL030W
Meiosis	YGL086W
Meiosis	YNL172W
Meiosis	YLR127C
Meiosis	YBL084C
Meiosis	YDR118W
Meiosis	YOR249C
Meiosis	YKL022C
Meiosis	YHR166C
Meiosis	YLR102C
Meiosis	YGL240W
Meiosis	YDL008W
Meiosis	YFR036W
Meiosis	YDR260C
Meiosis	YGL116W
Meiosis	YGR188C
Meiosis	YOR073W
Meiosis	YOR014W
Meiosis	YDL134C
Meiosis	YDL188C
Meiosis	YAL016W
Meiosis	YIR025W
Meiosis	YGR225W
Meiosis	YHR184W
